intervention,0.0,12.0,24.0,36.0,48.0,60.0,72.0,84.0,96.0,108.0,120.0,132.0,144.0,156.0,168.0,180.0,192.0,204.0,216.0,228.0,240.0,252.0,264.0,276.0,288.0,300.0,312.0,324.0,336.0,348.0,360.0,372.0,384.0,396.0,408.0,420.0,432.0,444.0,456.0,468.0,480.0,492.0,504.0,516.0,528.0,540.0,552.0,564.0,576.0,588.0,600.0,612.0,624.0,636.0,648.0,660.0,672.0,684.0,696.0,708.0,720.0,732.0,744.0,756.0,768.0,780.0,792.0,804.0,816.0,828.0,840.0,852.0,864.0,876.0,888.0,900.0,912.0,924.0,936.0,948.0,960.0,972.0,984.0,996.0,1008.0,1020.0,1032.0,1044.0,1056.0,1068.0,1080.0,1092.0,1104.0,1116.0,1128.0,1140.0,1152.0,1164.0,1176.0,1188.0,1200.0,1212.0,1224.0,1236.0,1248.0,1260.0,1272.0,1284.0,1296.0,1308.0,1320.0,1332.0,1344.0,1356.0,1368.0,1380.0,1392.0,1404.0,1416.0,1428.0,1440.0,1452.0,1464.0,1476.0,1488.0,1500.0,1512.0,1524.0,1536.0,1548.0,1560.0,1572.0,1584.0,1596.0,1608.0,1620.0,1632.0,1644.0,1656.0,1668.0,1680.0,1692.0,1704.0,1716.0,1728.0,1740.0,1752.0,1764.0,1776.0,1788.0,1800.0,1812.0,1824.0,1836.0,1848.0,1860.0,1872.0,1884.0,1896.0,1908.0,1920.0,1932.0,1944.0,1956.0,1968.0,1980.0,1992.0,2004.0,2016.0,2028.0,2040.0,2052.0,2064.0,2076.0,2088.0,2100.0,2112.0,2124.0,2136.0,2148.0,2160.0,2172.0,2184.0,2196.0,2208.0,2220.0,2232.0,2244.0,2256.0,2268.0,2280.0,2292.0,2304.0,2316.0,2328.0,2340.0,2352.0,2364.0,2376.0,2388.0,2400.0,2412.0,2424.0,2436.0,2448.0,2460.0,2472.0,2484.0,2496.0,2508.0,2520.0,2532.0,2544.0,2556.0,2568.0,2580.0,2592.0,2604.0,2616.0,2628.0,2640.0,2652.0,2664.0,2676.0,2688.0,2700.0,2712.0,2724.0,2736.0,2748.0,2760.0,2772.0,2784.0,2796.0,2808.0,2820.0,2832.0,2844.0,2856.0,2868.0,2880.0,2892.0,2904.0,2916.0,2928.0,2940.0,2952.0,2964.0,2976.0,2988.0,3000.0,3012.0,3024.0,3036.0,3048.0,3060.0,3072.0,3084.0,3096.0,3108.0,3120.0,3132.0,3144.0,3156.0,3168.0,3180.0,3192.0,3204.0,3216.0,3228.0,3240.0,3252.0,3264.0,3276.0,3288.0,3300.0,3312.0,3324.0,3336.0,3348.0,3360.0,3372.0,3384.0,3396.0,3408.0,3420.0,3432.0,3444.0,3456.0,3468.0,3480.0,3492.0,3504.0,3516.0,3528.0,3540.0,3552.0,3564.0,3576.0,3588.0,3600.0,3612.0,3624.0,3636.0,3648.0,3660.0,3672.0,3684.0,3696.0,3708.0,3720.0,3732.0,3744.0,3756.0,3768.0,3780.0,3792.0,3804.0,3816.0,3828.0,3840.0,3852.0,3864.0,3876.0,3888.0,3900.0,3912.0,3924.0,3936.0,3948.0,3960.0,3972.0,3984.0,3996.0,4008.0,4020.0,4032.0,4044.0,4056.0,4068.0,4080.0,4092.0,4104.0,4116.0,4128.0,4140.0,4152.0,4164.0,4176.0,4188.0,4200.0,4212.0,4224.0,4236.0,4248.0,4260.0,4272.0,4284.0,4296.0,4308.0,4320.0,4332.0,4344.0,4356.0,4368.0,4380.0,4392.0,4404.0,4416.0,4428.0,4440.0,4452.0,4464.0,4476.0,4488.0,4500.0,4512.0,4524.0,4536.0,4548.0,4560.0,4572.0,4584.0,4596.0,4608.0,4620.0,4632.0,4644.0,4656.0,4668.0,4680.0,4692.0,4704.0,4716.0,4728.0,4740.0,4752.0,4764.0,4776.0,4788.0,4800.0,4812.0,4824.0,4836.0,4848.0,4860.0,4872.0,4884.0,4896.0,4908.0,4920.0,4932.0,4944.0,4956.0,4968.0,4980.0,4992.0,5004.0,5016.0,5028.0,5040.0,5052.0,5064.0,5076.0,5088.0,5100.0,5112.0,5124.0,5136.0,5148.0,5160.0,5172.0,5184.0,5196.0,5208.0,5220.0,5232.0,5244.0,5256.0,5268.0,5280.0,5292.0,5304.0,5316.0,5328.0,5340.0,5352.0,5364.0,5376.0,5388.0,5400.0,5412.0,5424.0,5436.0,5448.0,5460.0,5472.0,5484.0,5496.0,5508.0,5520.0,5532.0,5544.0,5556.0,5568.0,5580.0,5592.0,5604.0,5616.0,5628.0,5640.0,5652.0,5664.0,5676.0,5688.0,5700.0,5712.0,5724.0,5736.0,5748.0,5760.0,5772.0,5784.0,5796.0,5808.0,5820.0,5832.0,5844.0,5856.0,5868.0,5880.0,5892.0,5904.0,5916.0,5928.0,5940.0,5952.0,5964.0,5976.0,5988.0,6000.0,6012.0,6024.0,6036.0,6048.0,6060.0,6072.0,6084.0,6096.0,6108.0,6120.0,6132.0,6144.0,6156.0,6168.0,6180.0,6192.0,6204.0,6216.0,6228.0,6240.0,6252.0,6264.0,6276.0,6288.0,6300.0,6312.0,6324.0,6336.0,6348.0,6360.0,6372.0,6384.0,6396.0,6408.0,6420.0,6432.0,6444.0,6456.0,6468.0,6480.0,6492.0,6504.0,6516.0,6528.0,6540.0,6552.0,6564.0,6576.0,6588.0,6600.0,6612.0,6624.0,6636.0,6648.0,6660.0,6672.0,6684.0,6696.0,6708.0,6720.0,6732.0,6744.0,6756.0,6768.0,6780.0,6792.0,6804.0,6816.0,6828.0,6840.0,6852.0,6864.0,6876.0,6888.0,6900.0,6912.0,6924.0,6936.0,6948.0,6960.0,6972.0,6984.0,6996.0,7008.0,7020.0,7032.0,7044.0,7056.0,7068.0,7080.0,7092.0,7104.0,7116.0,7128.0,7140.0,7152.0,7164.0,7176.0,7188.0,7200.0,7212.0,7224.0,7236.0,7248.0,7260.0,7272.0,7284.0,7296.0,7308.0,7320.0,7332.0,7344.0,7356.0,7368.0,7380.0,7392.0,7404.0,7416.0,7428.0,7440.0,7452.0,7464.0,7476.0,7488.0,7500.0,7512.0,7524.0,7536.0,7548.0,7560.0,7572.0,7584.0,7596.0,7608.0,7620.0,7632.0,7644.0,7656.0,7668.0,7680.0,7692.0,7704.0,7716.0,7728.0,7740.0,7752.0,7764.0,7776.0,7788.0,7800.0,7812.0,7824.0,7836.0,7848.0,7860.0,7872.0,7884.0,7896.0,7908.0,7920.0
EG_Ceramide_S1P_1_11,1500,1500,1501,1501,1502,1503,1507,1509,1511,1513,1514,1516,1518,1518,1519,1521,1523,1525,1527,1527,1525,1524,1523,1523,1523,1523,1526,1525,1525,1524,1525,1527,1524,1523,1516,1518,1518,1517,1515,1512,1508,1506,1507,1504,1504,1503,1505,1502,1498,1495,1493,1489,1485,1481,1477,1474,1469,1470,1467,1462,1462,1454,1449,1448,1442,1440,1440,1437,1435,1432,1427,1428,1424,1421,1420,1420,1419,1418,1419,1415,1411,1407,1406,1407,1409,1411,1410,1405,1396,1396,1394,1395,1392,1387,1385,1380,1382,1382,1382,1382,1382,1384,1382,1381,1378,1375,1376,1376,1373,1372,1370,1369,1367,1365,1362,1357,1358,1360,1363,1363,1364,1366,1366,1368,1370,1366,1364,1362,1362,1359,1359,1358,1360,1356,1354,1355,1354,1356,1355,1348,1345,1344,1340,1339,1337,1333,1331,1328,1326,1322,1321,1320,1313,1313,1312,1306,1299,1290,1289,1288,1283,1278,1273,1274,1266,1261,1257,1253,1246,1244,1238,1237,1237,1233,1231,1226,1225,1223,1222,1221,1218,1215,1213,1211,1204,1198,1194,1192,1188,1183,1174,1172,1169,1171,1170,1165,1163,1162,1159,1154,1152,1147,1145,1145,1144,1145,1141,1140,1136,1134,1133,1132,1132,1131,1129,1126,1123,1121,1123,1121,1119,1117,1115,1114,1112,1107,1102,1101,1099,1096,1092,1091,1090,1087,1088,1087,1086,1086,1089,1093,1095,1092,1088,1088,1089,1091,1090,1086,1089,1087,1086,1083,1082,1081,1082,1078,1073,1071,1069,1067,1065,1063,1056,1053,1055,1054,1053,1049,1045,1041,1035,1036,1032,1030,1026,1025,1021,1017,1011,1004,995,990,988,982,971,969,963,959,957,953,951,943,940,935,930,923,918,910,910,907,903,897,897,896,894,890,892,889,890,890,884,877,876,870,868,865,865,864,860,858,854,851,852,849,845,844,843,844,843,842,838,832,833,831,829,827,825,824,822,819,819,819,819,821,822,822,824,824,822,819,819,815,814,812,811,811,808,807,807,807,804,800,797,795,794,793,791,793,793,792,792,792,788,783,785,785,785,777,775,776,773,771,773,773,771,770,770,763,761,754,753,751,748,746,747,745,742,740,738,736,732,725,721,716,711,707,704,704,700,697,695,693,689,686,681,680,679,674,667,664,663,662,656,654,652,646,646,641,640,635,633,633,631,630,628,627,626,627,626,624,620,619,617,617,617,617,615,609,607,605,605,605,601,599,592,590,586,581,582,582,577,576,575,573,573,573,572,574,574,574,573,570,572,573,573,571,569,568,568,566,564,562,560,559,558,558,555,553,554,553,553,550,547,547,547,544,545,544,543,539,538,539,538,537,536,533,532,532,531,530,529,527,525,521,520,520,519,516,515,514,513,508,507,504,503,499,500,498,494,494,488,486,485,483,481,480,479,479,478,476,472,470,470,467,465,461,460,460,460,460,458,455,451,448,446,442,437,435,434,432,427,426,425,424,423,421,419,416,414,413,413,410,407,407,406,404,401,400,399,399,399,398,398,398,396,394,392,393,394,392,392,391,391,393,393,392,391,390,390,388,388,387,387,384,384,383,381,382,379,379,379,378,378,378,379,378,377,375,376,374,372,371,368,368,368,367,365,365,365,363,364,364,363,362,362,361,359,356,355,354,355,355,353,353,352,351,349,348,348,347,346,346,343,343,341,340,341,341,340,340,340
